OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
SL-12 R/B(2),1987-091D,2025-03-10T10:26:16.008864,1.00232731,.0021645,11.4488,328.7709,252.5256,281.8871,0,U,18446,999,12535,0,.5E-7,0
COSMOS 1897,1987-096A,2025-03-10T18:30:38.647296,1.00221166,.000686,11.6616,329.9475,116.9551,71.8939,0,U,18575,999,13654,0,-.78E-6,0
SL-12 R/B(2),1987-096D,2025-03-08T10:53:54.367872,1.00579346,.0021997,11.4691,329.2489,234.6261,21.0879,0,U,18578,999,13334,0,-.155E-5,0
RADUGA 21,1987-100A,2025-03-10T08:15:38.556000,1.00207617,.0000988,11.9698,328.5681,202.8944,341.7672,0,U,18631,999,13643,0,.77E-6,0
STTW-2,1988-014A,2025-03-08T20:24:38.319264,1.00241221,.0005234,13.6400,343.0602,160.1577,48.5602,0,U,18922,999,13544,0,-.147E-5,0
SPACENET 3R,1988-018A,2025-03-10T17:49:38.804736,0.99659800,.0003721,14.6200,3.1589,285.8615,256.6877,0,U,18951,999,11999,0,-.285E-5,0
COSMOS 1940,1988-034A,2025-03-09T10:32:30.782688,1.00662200,.0020401,11.6096,329.7047,283.7477,272.4950,0,U,19073,999,11667,0,.99E-6,0
SL-12 R/B(2),1988-034D,2025-03-10T15:14:59.690976,1.00091360,.0023847,11.8949,330.6762,178.5496,356.5951,0,U,19076,999,13446,0,-.347E-5,0
INSAT-1C,1988-063A,2025-03-10T18:28:09.672960,1.00308944,.0005825,11.9457,330.9050,127.8371,51.7123,0,U,19330,999,11569,0,-.27E-6,0
COSMOS 1961,1988-066A,2025-03-10T18:30:38.647296,1.00271033,.000346,12.0491,332.7951,135.1954,48.2140,0,U,19344,999,13436,0,-.66E-6,0
GORIZONT 16,1988-071A,2025-03-08T22:10:19.916832,0.99982352,.0012162,12.1180,332.9078,75.8202,107.3429,0,U,19397,999,13358,0,.33E-6,0
SL-12 R/B(2),1988-071D,2025-03-10T20:01:40.589184,1.00547822,.0019261,11.8497,332.1414,225.8423,303.3087,0,U,19400,999,12804,0,.119E-5,0
GSTAR 3,1988-081A,2025-03-08T10:54:38.376576,1.00272401,.0005914,11.8794,322.0015,197.0293,65.8434,0,U,19483,999,12992,0,-.112E-5,0
SBS 5,1988-081B,2025-03-10T07:51:38.714688,0.99787394,.0006558,14.4980,4.4003,311.9641,252.4227,0,U,19484,999,4183,0,-.216E-5,0
TDRS 3,1988-091B,2025-03-10T04:44:38.694048,1.00277286,.0041372,12.9563,344.0939,343.6633,222.6306,0,U,19548,999,12073,0,-.308E-5,0
IUS R/B(2),1988-091D,2025-03-09T21:43:31.885824,1.00471742,.0018952,12.7690,334.3765,292.7102,255.1999,0,U,19550,999,12543,0,.121E-5,0
RADUGA 22,1988-095A,2025-03-10T21:06:51.753024,1.00341281,.0005465,12.1282,333.2523,184.2595,86.3565,0,U,19596,999,11700,0,-.384E-5,0
SKYNET 4B,1988-109A,2025-03-08T15:23:44.272032,0.99669298,.0005759,13.5425,340.2439,302.4421,222.1145,0,U,19687,999,11358,0,-.268E-5,0
STTW-3,1988-111A,2025-03-09T18:37:07.851648,1.00335548,.0004974,14.3001,349.0528,168.7412,25.6710,0,U,19710,999,12618,0,-.317E-5,0
IUS R/B(2),1989-021D,2025-03-10T02:11:38.728608,1.00601716,.0024815,9.4594,322.8777,182.0890,58.7062,0,U,19913,999,12098,0,.43E-6,0
RADUGA 23,1989-030A,2025-03-10T20:04:10.717824,1.00329434,.0019908,12.3446,335.1039,195.1990,340.2224,0,U,19928,999,13020,0,.112E-5,0
SUPERBIRD-A,1989-041A,2025-03-09T23:14:41.328096,0.99755622,.0004572,12.7137,335.4941,66.7145,101.9331,0,U,20040,999,12983,0,-.204E-5,0
DFS 1,1989-041B,2025-03-10T07:24:21.614400,1.00669006,.0014784,14.2131,350.0795,299.7393,251.1108,0,U,20041,999,11982,0,-.215E-5,0
TVSAT 2,1989-062A,2025-03-10T12:14:18.724416,0.99852645,.0002698,14.7047,359.2956,188.7592,0.3489,0,U,20168,999,12987,0,.41E-6,0
FLTSATCOM 8 (USA 46),1989-077A,2025-03-10T21:06:51.753024,1.00261822,.0007055,12.5529,353.9377,338.7434,278.2754,0,U,20253,999,25591,0,-.378E-5,0
GORIZONT 19,1989-081A,2025-03-10T18:28:39.698688,1.00353726,.0005293,12.5870,336.6508,260.5919,275.2346,0,U,20263,999,4269,0,-.55E-6,0
RADUGA 24,1989-098A,2025-03-10T20:05:55.808736,1.00247105,.0002265,13.0045,337.1036,259.0022,280.8837,0,U,20367,999,12832,0,.97E-6,0
COSMOS 2054,1989-101A,2025-03-09T02:27:13.226688,1.00191087,.0001496,12.7326,337.4535,193.4856,333.9907,0,U,20391,999,12920,0,-.308E-5,0
STTW-4,1990-011A,2025-03-08T17:11:17.366208,1.00237054,.0003532,14.3833,349.9303,151.1462,341.7568,0,U,20473,999,12837,0,.3E-6,0
RADUGA 25,1990-016A,2025-03-10T04:24:42.340032,1.00323717,.0004,12.8082,337.9191,202.7561,7.9633,0,U,20499,999,12825,0,-.299E-5,0
INSAT-1D,1990-051A,2025-03-10T20:12:26.144928,1.00264907,.0016166,14.6630,357.4998,182.5637,1.3579,0,U,20643,999,11410,0,-.68E-6,0
GORIZONT 20,1990-054A,2025-03-09T16:51:02.372256,1.00227539,.0006362,13.1349,339.3470,218.7905,306.7653,0,U,20659,999,12703,0,-.197E-5,0
SL-12 R/B(2),1990-054D,2025-03-08T15:38:46.932576,1.00506797,.0014452,12.9893,338.7969,95.5877,264.5860,0,U,20662,999,12711,0,-.311E-5,0
COSMOS 2085,1990-061A,2025-03-10T18:31:39.853920,1.00283342,.0011717,13.1166,339.7458,32.3772,151.5834,0,U,20693,999,12685,0,-.139E-5,0
SL-12 R/B(2),1990-061D,2025-03-09T01:07:38.838720,1.00283657,.003277,13.0855,339.6435,205.1789,24.5533,0,U,20696,999,12573,0,.108E-5,0
SKYNET 4C,1990-079A,2025-03-09T23:20:38.457312,1.00269334,.000348,13.4316,352.8871,31.7072,166.7821,0,U,20776,999,12628,0,.116E-5,0
SL-12 R/B(2),1974-060F,2025-03-10T20:00:03.004704,1.00275510,.0015833,2.5353,264.2563,207.4884,23.4806,0,U,20836,999,11860,0,.126E-5,0
GALAXY 6 (G-6),1990-091B,2025-03-10T14:54:38.564352,0.99768290,.0004474,13.7147,13.3760,234.2445,324.4261,0,U,20873,999,4182,0,-.77E-6,0
GORIZONT 21,1990-094A,2025-03-10T15:17:52.339776,1.00355190,.0006524,13.1793,340.0752,249.2505,287.2256,0,U,20923,999,12580,0,-.384E-5,0
GORIZONT 22,1990-102A,2025-03-09T21:42:16.822368,1.00338285,.0003166,13.1570,340.5245,339.8082,197.0447,0,U,20953,999,12574,0,.107E-5,0
RADUGA 26,1990-112A,2025-03-09T16:52:02.423712,1.00312397,.0004419,13.2539,341.1797,115.9563,51.4626,0,U,21016,999,12558,0,-.246E-5,0
SL-12 R/B(2),1990-112D,2025-03-10T08:15:38.556000,1.00016768,.002647,13.3100,341.3488,170.7161,9.2522,0,U,21019,999,11529,0,.56E-6,0
RADUGA-1 2,1990-116A,2025-03-10T19:11:38.620320,1.00315708,.0005273,13.2945,341.2180,134.0907,39.3178,0,U,21038,999,4269,0,.22E-6,0
ITALSAT 1,1991-003A,2025-03-10T02:11:38.728608,0.99972944,.0012879,14.6613,355.0243,40.6217,175.5739,0,U,21055,999,11244,0,-.19E-6,0
COSMOS 2133,1991-010A,2025-03-10T20:04:38.801280,1.00270446,.0004425,13.5549,346.0219,178.9094,14.7283,0,U,21111,999,12479,0,-.68E-6,0
SL-12 R/B(2),1991-010F,2025-03-10T20:07:25.885920,1.00104883,.0017572,13.4721,345.6037,217.1767,320.1346,0,U,21129,999,12502,0,.83E-6,0
RADUGA 27,1991-014A,2025-03-09T01:07:38.838720,1.00230370,.0000232,13.7744,340.3793,118.5656,109.8647,0,U,21132,999,12464,0,.101E-5,0
TDRS 5,1991-054B,2025-03-10T11:15:38.467872,0.99949650,.0004142,14.1273,357.1736,343.5401,265.0968,0,U,21639,999,12306,0,-.16E-5,0
IUS R/B(2),1991-054D,2025-03-08T12:57:43.289568,1.00294969,.003553,14.2651,336.7852,335.8376,225.5219,0,U,21641,999,4269,0,.3E-7,0
COSMOS 2155,1991-064A,2025-03-09T02:59:58.320384,1.00235320,.0002276,13.5093,342.6193,259.9876,306.4783,0,U,21702,999,12267,0,-.209E-5,0
SL-12 R/B(2),1991-064B,2025-03-10T06:09:38.581056,0.99886480,.0001847,13.6986,343.2814,23.8818,174.2637,0,U,21703,999,11551,0,-.217E-5,0
SL-12 R/B(2),1991-074D,2025-03-10T20:04:38.801280,0.99697948,.0002231,13.7920,344.6716,196.5021,358.0167,0,U,21762,999,11505,0,.27E-6,0
COSMOS 2172,1991-079A,2025-03-09T23:17:41.483328,1.00251639,.0003443,13.6113,343.7300,358.9028,172.5879,0,U,21789,999,4270,0,-.57E-6,0
RADUGA 28,1991-087A,2025-03-09T16:54:32.553216,1.00196594,.0004929,13.7090,344.4190,169.4916,4.1700,0,U,21821,999,12166,0,-.295E-5,0
PALAPA B4,1992-027A,2025-03-10T11:16:38.665344,0.99934199,.0002529,12.7723,20.5917,352.5297,192.6257,0,U,21964,999,11987,0,.65E-6,0
INSAT-2A,1992-041A,2025-03-10T04:44:38.694048,1.00184992,.0008554,14.5940,355.3730,274.0317,279.4918,0,U,22027,999,11940,0,-.313E-5,0
COSMOS 2209,1992-059A,2025-03-08T03:04:38.817120,1.00313453,.0008978,13.9009,346.0755,329.9190,220.3855,0,U,22112,999,11894,0,-.268E-5,0
SL-12 R/B(2),1992-059D,2025-03-10T08:56:38.611104,0.99789113,.0010795,14.1164,346.8745,321.1975,233.7763,0,U,22115,999,11765,0,.28E-6,0
HELLAS-SAT 1 (DFS 3),1992-066A,2025-03-10T11:12:00.808992,0.99738052,.0000961,13.9976,10.4545,138.1194,359.7582,0,U,22175,999,11592,0,-.147E-5,0
GALAXY 7 (G-7),1992-072A,2025-03-10T02:45:38.638656,0.99709754,.0006791,14.3529,6.7244,30.1787,156.8143,0,U,22205,999,11225,0,-.231E-5,0
EKRAN 20,1992-074A,2025-03-10T16:16:51.712320,1.00256011,.0004354,13.9624,347.6802,197.5254,325.9292,0,U,22210,999,4272,0,-.316E-5,0
GORIZONT 27,1992-082A,2025-03-10T13:19:38.624160,1.00224996,.0011465,13.9982,347.3902,18.2047,156.0744,0,U,22245,999,12247,0,-.211E-5,0
COSMOS 2224,1992-088A,2025-03-10T01:31:38.547840,1.00267637,.0005933,13.8356,351.2903,259.4657,289.7519,0,U,22269,999,11743,0,-.118E-5,0
SL-12 R/B(2),1992-088D,2025-03-10T07:25:21.665856,1.00046835,.0009479,13.9269,351.7425,150.9429,41.8440,0,U,22272,999,4264,0,-.152E-5,0
TDRS 6,1993-003B,2025-03-10T06:41:29.393088,1.00274358,.0006479,14.1711,0.4683,176.9230,45.3235,0,U,22314,999,11775,0,-.305E-5,0
RADUGA 29,1993-013A,2025-03-10T02:11:38.728608,1.00259717,.0004506,14.0937,348.5644,165.6754,57.7323,0,U,22557,999,11702,0,.35E-6,0
HGS-4 (GALAXY 4),1993-039A,2025-03-10T20:04:38.801280,1.00280353,.0013976,14.5953,358.6522,32.2324,153.0442,0,U,22694,999,11435,0,-.112E-5,0
HISPASAT 1B,1993-048A,2025-03-10T17:48:38.794752,0.99727205,.0007674,13.3454,16.4172,329.5572,223.6465,0,U,22723,999,11521,0,-.365E-5,0
INSAT-2B,1993-048B,2025-03-10T21:12:51.769728,0.99965920,.0016159,14.3065,6.0485,216.3179,319.1355,0,U,22724,999,11595,0,.81E-6,0
UFO 2 (USA 95),1993-056A,2025-03-10T01:29:38.880384,1.00270972,.0004087,11.7384,6.0109,355.8387,217.1659,0,U,22787,999,11389,0,.114E-5,0
RADUGA 30,1993-062A,2025-03-10T20:04:38.801280,1.00269791,.0003906,14.2267,350.5765,306.9289,241.6040,0,U,22836,999,4135,0,-.64E-6,0
SL-12 R/B(2),1993-062D,2025-03-10T02:11:38.728608,1.00244413,.0009469,14.1686,350.3263,84.7089,128.8317,0,U,22839,999,11420,0,-.22E-6,0
SL-12 R/B(2),1993-069D,2025-03-08T14:17:43.542240,1.00499580,.0003675,14.0824,350.1570,53.4321,243.4203,0,U,22883,999,11438,0,-.218E-5,0
GORIZONT 29,1993-072A,2025-03-10T06:09:38.581056,1.00126304,.0010523,14.1960,350.7647,352.0135,205.7841,0,U,22907,999,11452,0,-.277E-5,0
SOLIDARIDAD 1,1993-073A,2025-03-10T09:12:38.523744,1.00265404,.000599,14.2406,5.8499,250.3481,303.8157,0,U,22911,999,11321,0,-.114E-5,0
TELSTAR 401,1993-077A,2025-03-08T10:17:25.065312,1.00258896,.0006185,14.5774,354.4095,131.5294,92.5614,0,U,22927,999,11390,0,-.139E-5,0
GALS 1,1994-002A,2025-03-10T18:37:10.137792,1.00201845,.0010357,14.5831,357.3632,211.8076,335.3618,0,U,22963,999,11406,0,-.295E-5,0
RADUGA-1 3,1994-008A,2025-03-10T18:16:51.690432,1.00214853,.0001187,14.3543,351.6806,186.7635,342.5773,0,U,22981,999,11383,0,-.136E-5,0
USA 99 (MILSTAR-1 1),1994-009A,2025-03-10T09:46:38.768160,1.00272092,.0002982,16.9236,32.6514,291.6126,260.7254,0,U,22988,999,2830,0,-.208E-5,0
TITAN 4 CENTAUR R/B,1994-009B,2025-03-09T10:36:01.587456,1.00604722,.0014071,16.2444,27.3969,225.5484,134.3380,0,U,22989,999,2061,0,-.61E-6,0
RADUGA 31,1994-012A,2025-03-09T19:21:38.632896,1.00338865,.0002502,14.3250,351.7004,141.9050,45.3084,0,U,23010,999,11369,0,-.189E-5,0
GORIZONT 30,1994-030A,2025-03-10T02:45:38.638656,1.00264368,.0003861,14.2489,351.6441,265.2846,299.9964,0,U,23108,999,11280,0,-.135E-5,0
UFO 3 (USA 104),1994-035A,2025-03-10T11:28:31.359936,1.00181582,.0003562,12.1615,8.4244,289.6180,78.7201,0,U,23132,999,12705,0,.118E-5,0
COSMOS 2282,1994-038A,2025-03-10T08:17:46.866048,1.00193142,.0006626,13.9521,356.0243,116.4681,119.9240,0,U,23168,999,11235,0,-.31E-5,0
COSMOS 2291,1994-060A,2025-03-10T03:51:38.799072,1.00319604,.0006345,14.3056,353.1065,215.6815,341.6577,0,U,23267,999,11154,0,-.268E-5,0
SL-12 R/B(2),1994-060D,2025-03-09T17:41:38.813856,1.00067929,.0008059,14.4013,353.5477,140.2275,51.3753,0,U,23270,999,11088,0,-.362E-5,0
EXPRESS 1,1994-067A,2025-03-10T03:51:38.799072,0.99832143,.0005524,14.3878,5.4679,240.0525,310.7640,0,U,23319,999,11094,0,-.282E-5,0
SL-12 R/B(2),1994-067D,2025-03-09T01:24:53.318880,1.00260308,.0007674,14.1293,348.3524,134.3761,57.4164,0,U,23322,999,11134,0,-.102E-5,0
ELEKTRO (GOMS 1),1994-069A,2025-03-10T18:31:09.828192,1.00256090,.0007627,14.6381,352.8409,247.0244,281.7338,0,U,23327,999,11122,0,-.117E-5,0
SL-12 R/B(2),1994-069D,2025-03-10T10:10:43.421088,1.00126979,.0022419,14.6380,352.8847,141.4162,317.0955,0,U,23330,999,11101,0,-.37E-5,0
LUCH,1994-082A,2025-03-09T13:45:35.059680,1.00264701,.0005209,14.7870,358.2048,203.2729,156.7057,0,U,23426,999,11060,0,-.159E-5,0
RADUGA 32,1994-087A,2025-03-10T20:12:33.651360,1.00268929,.0007439,14.4311,354.4465,247.4377,300.2850,0,U,23448,999,12823,0,-.75E-6,0
SL-12 R/B(2),1994-087D,2025-03-10T04:24:38.655936,1.00081076,.0010019,14.4530,354.4660,127.8120,65.5433,0,U,23451,999,4263,0,-.31E-5,0
UFO 4 (USA 108),1995-003A,2025-03-10T15:20:38.766048,1.00275476,.000195,9.6875,14.6705,322.6005,233.6396,0,U,23467,999,11030,0,-.34E-6,0
TITAN 4 CENTAUR R/B,1995-022B,2025-03-09T23:04:03.608832,1.00552793,.000822,18.0560,10.7694,335.9563,23.9960,0,U,23568,999,2123,0,.49E-6,0
TDRS 7,1995-035B,2025-03-10T14:27:52.000416,1.00271966,.0025633,13.5700,351.3757,66.6837,52.3396,0,U,23613,999,10850,0,-.212E-5,0
IUS R/B(2),1995-035D,2025-03-09T05:42:00.782784,1.00509643,.0010648,15.9873,345.7934,167.8743,1.5698,0,U,23615,999,10885,0,-.202E-5,0
KOREASAT 1,1995-041A,2025-03-03T07:26:47.881824,0.99664275,.0004746,14.6628,2.1545,316.6090,223.3362,0,U,23639,999,10783,0,-.115E-5,0
COSMOS 2319,1995-045A,2025-03-10T21:06:51.753024,1.00341145,.0006109,14.4366,356.2194,240.1212,13.8240,0,U,23653,999,10814,0,-.375E-5,0
SL-12 R/B(2),1995-045D,2025-03-10T02:11:38.728608,1.00169527,.0018459,14.4859,356.5222,47.6630,170.1840,0,U,23656,999,10801,0,.35E-6,0
TELSTAR 4 (TELSTAR 402R),1995-049A,2025-03-10T20:29:14.272224,1.00266097,.0004333,13.2176,16.0265,326.2686,12.9306,0,U,23670,999,10785,0,-.21E-6,0
LUCH-1,1995-054A,2025-03-10T20:04:38.801280,1.00278440,.0006391,14.9662,2.8961,134.4514,47.1933,0,U,23680,999,10770,0,-.118E-5,0
SL-12 R/B(2),1995-054D,2025-03-10T18:36:55.124928,1.00374723,.0019442,14.9367,2.7366,91.4201,89.1092,0,U,23683,999,10772,0,-.315E-5,0
USA 115 (MILSTAR-1 2),1995-060A,2025-03-10T10:02:38.920128,1.00271127,.000466,13.9017,7.1291,328.6025,223.2319,0,U,23712,999,2823,0,-.29E-6,0
GALS 2,1995-063A,2025-03-10T06:01:38.617824,0.99883421,.0007325,14.3381,6.0531,322.7775,220.2833,0,U,23717,999,10699,0,-.262E-5,0
INSAT-2C,1995-067B,2025-03-10T21:06:51.753024,0.99785616,.0003367,14.0327,11.6981,27.4308,211.4685,0,U,23731,999,10678,0,-.367E-5,0
GALAXY 3R (G-3R),1995-069A,2025-03-10T10:28:38.648352,1.00216265,.0001885,12.8433,19.5662,44.8842,158.1703,0,U,23741,999,10716,0,-.126E-5,0
ABS-1A,1996-003A,2025-03-10T11:34:16.656672,0.99788411,.0000537,11.9736,28.9113,33.6823,335.7803,0,U,23768,999,10655,0,.88E-6,0
GORIZONT 31,1996-005A,2025-03-08T21:21:38.915136,0.99883284,.002123,14.4451,358.0400,231.9229,314.2446,0,U,23775,999,10640,0,.74E-6,0
INMARSAT 3-F1,1996-020A,2025-03-10T14:48:13.309344,0.99996206,.0004357,9.6298,50.7177,277.9965,76.5966,0,U,23839,999,10561,0,.3E-6,0
GORIZONT 32,1996-034A,2025-03-10T06:01:38.617824,1.00162762,.000765,14.4155,358.4650,353.6868,201.1399,0,U,23880,999,10538,0,-.3E-5,0
TURKSAT 1C,1996-040B,2025-03-10T01:54:38.545056,1.00236665,.0003887,11.3414,33.6467,177.9475,6.5555,0,U,23949,999,10502,0,.94E-6,0
UFO 7 (USA 127),1996-042A,2025-03-10T05:29:38.760576,1.00315468,.0004733,10.6718,19.4380,94.0481,100.6667,0,U,23967,999,10483,0,-.269E-5,0
INMARSAT 3-F2,1996-053A,2025-03-10T12:32:04.642080,0.99978801,.0005471,8.8004,58.4855,303.4701,253.3548,0,U,24307,999,10428,0,-.9E-6,0
ECHOSTAR 2,1996-055A,2025-03-10T05:04:26.450400,1.00228251,.0010216,11.2239,35.0850,74.5365,354.5307,0,U,24313,999,10436,0,.8E-6,0
EXPRESS 2,1996-058A,2025-03-09T20:57:38.723040,1.00218987,.0008842,14.6107,357.8861,0.6151,184.9146,0,U,24435,999,10415,0,.1E-6,0
SL-12 R/B(2),1996-058D,2025-03-10T05:23:51.836928,1.00268175,.0008806,14.4949,354.5562,119.2334,250.3673,0,U,24438,999,10419,0,-.385E-5,0
AFRICASAT-2 (MEASAT-2),1996-063B,2025-03-10T16:35:38.707872,0.99662190,.0004415,11.5603,32.3617,190.5523,350.0288,0,U,24653,999,10366,0,-.28E-5,0
INMARSAT 3-F3,1996-070A,2025-03-10T18:53:10.966272,1.00009056,.0005841,9.3105,53.9221,272.0556,278.5259,0,U,24674,999,10327,0,-.247E-5,0
DFH 3-2,1997-021A,2025-03-10T17:35:20.203872,1.00333276,.0005576,13.1160,17.1588,91.4607,358.1045,0,U,24798,999,10187,0,.118E-5,0
AMC-3,1997-050A,2025-03-10T10:57:37.262592,1.00271756,.0003257,7.0073,69.2857,281.6471,269.8300,0,U,24936,999,4778,0,-.276E-5,0
USA 134,1997-065A,2025-03-10T10:02:38.920128,1.00268768,.0005392,12.2297,25.0520,306.1685,235.4185,0,U,25019,999,2830,0,-.72E-6,0
KUPON,1997-070A,2025-03-09T08:51:58.715712,1.00265904,.0004223,14.5901,358.1594,290.2996,69.6573,0,U,25045,999,9998,0,.27E-6,0
INDOSTAR 1,1997-071B,2025-03-08T18:41:20.194944,1.00228563,.0003142,12.4293,23.3686,299.7648,235.1075,0,U,25050,999,10013,0,-.375E-5,0
GALAXY 8 (G-8),1997-078A,2025-03-10T18:54:38.685600,0.99698211,.0007061,13.7406,13.2597,27.2522,158.8828,0,U,25086,999,9932,0,-.274E-5,0
INTELSAT 804 (IS-804),1997-083A,2025-03-10T20:43:25.987008,1.00154713,.0006731,12.6772,20.9694,2.3196,336.6161,0,U,25110,999,9968,0,-.12E-6,0
INMARSAT 3-F5,1998-006B,2025-03-10T19:37:09.323328,1.00268827,.0005264,8.6518,57.6933,296.0734,55.2080,0,U,25153,999,9924,0,-.303E-5,0
UFO 8 (USA 138),1998-016A,2025-03-10T21:12:51.769728,1.00390229,.0007343,10.5703,25.3868,256.4154,259.1579,0,U,25258,999,9921,0,.43E-6,0
COSMOS 2350,1998-025A,2025-03-10T20:04:38.801280,1.00259480,.0005549,13.7922,7.1645,166.4195,13.7042,0,U,25315,999,9836,0,-.139E-5,0
SL-12 R/B(2),1998-025D,2025-03-10T15:27:15.324768,1.00067472,.0031169,13.8158,7.2008,122.1212,62.8030,0,U,25318,999,9813,0,-.254E-5,0
TITAN 4B CENTAUR R/B,1998-029B,2025-03-09T11:14:44.010816,1.00290639,.0045403,7.9792,341.9584,167.2818,192.8465,0,U,25337,999,2118,0,.18E-6,0
ASTRA 2A,1998-050A,2025-03-10T15:00:13.929408,1.00272792,.0003487,5.9233,74.3514,271.6195,104.7920,0,U,25462,999,4169,0,.52E-6,0
BADR-3 (ARABSAT-3A),1999-009A,2025-03-10T12:46:38.716320,1.00139527,.0006613,11.1783,36.0322,321.3771,37.0523,0,U,25638,999,9531,0,.121E-5,0
SKYNET 4E,1999-009B,2025-03-10T01:23:38.583744,1.00272301,.0002979,11.7870,11.6436,325.8286,210.1553,0,U,25639,999,4652,0,-.46E-6,0
RADUGA-1 4,1999-010A,2025-03-09T22:14:38.498208,1.00320980,.0006084,15.5139,5.4854,267.8561,271.7562,0,U,25642,999,9529,0,.95E-6,0
TELKOM 1,1999-042A,2025-03-10T15:03:14.083776,1.00296817,.0016859,6.5299,71.6221,245.8554,144.3391,0,U,25880,999,9374,0,-.38E-6,0
ABS-7,1999-046A,2025-03-10T14:09:33.810624,0.99957369,.0002103,5.3019,76.3411,258.2125,285.8713,0,U,25894,999,9244,0,.32E-6,0
YAMAL 102,1999-047B,2025-03-10T00:42:38.538144,0.99992767,.0004447,13.3220,16.0473,334.0324,206.9989,0,U,25897,999,9335,0,.4E-6,0
ABS-6,1999-053A,2025-03-10T21:28:38.707680,1.00272260,.0002946,0.0357,249.1082,77.6699,323.1952,0,U,25924,999,9319,0,-.137E-5,0
UFO 10 (USA 146),1999-063A,2025-03-10T04:56:38.660064,1.00271136,.0004595,9.6511,29.5076,279.2712,270.6146,0,U,25967,999,9268,0,-.2E-5,0
USA 148,2000-001A,2025-03-10T14:54:38.564352,1.00271283,.0002984,11.1464,35.8356,283.8291,252.7948,0,U,26052,999,2831,0,.25E-6,0
GALAXY 10R (G-10R),2000-002A,2025-03-10T01:46:38.604288,0.99640495,.0003376,11.4348,34.6738,173.1820,18.7944,0,U,26056,999,9170,0,.63E-6,0
GARUDA 1,2000-011A,2025-03-10T05:21:38.577024,0.99920115,.0003933,8.5090,69.5875,249.5442,296.4983,0,U,26089,999,3702,0,-.32E-6,0
SL-12 R/B(2),2000-013D,2025-03-10T04:44:38.694048,1.00758215,.0007285,14.2272,4.3503,65.6686,114.4505,0,U,26101,999,9196,0,-.295E-5,0
ASIASTAR,2000-016A,2025-03-10T20:22:37.804224,1.00268965,.000453,8.0420,62.9495,291.3170,225.1341,0,U,26107,999,9127,0,-.347E-5,0
GALAXY 4R (G-4R),2000-020A,2025-03-10T15:15:51.721920,0.99843439,.0005024,12.1406,27.4090,231.4436,283.2000,0,U,26298,999,9099,0,-.328E-5,0
USA 149 (DSP 20),2000-024A,2025-03-10T14:38:38.664672,1.00280099,.0000775,12.8199,15.0388,144.7086,63.2275,0,U,26356,999,2826,0,.86E-6,0
IUS R/B(2),2000-024D,2025-03-10T00:46:02.488800,0.99710305,.0006913,12.9586,15.7502,162.2717,197.7630,0,U,26359,999,2074,0,.23E-6,0
GORIZONT 33,2000-029A,2025-03-10T15:24:52.701696,1.00293931,.000233,13.6423,10.1492,232.0557,300.7624,0,U,26372,999,9078,0,-.281E-5,0
FENGYUN 2B,2000-032A,2025-03-10T19:29:46.442112,1.00075081,.0002449,12.8141,20.2237,287.6467,74.1886,0,U,26382,999,9029,0,-.24E-5,0
TDRS 8,2000-034A,2025-03-06T07:58:01.886592,1.00281383,.0005685,11.9506,35.1375,259.3281,182.0122,0,U,26388,999,9049,0,.87E-6,0
COSMOS 2371,2000-036A,2025-03-10T20:04:38.801280,1.00280438,.0002613,13.7385,10.8817,165.9585,11.6880,0,U,26394,999,9039,0,-.155E-5,0
SL-12 R/B(2),2000-036D,2025-03-10T10:21:23.935392,1.00216252,.0017389,13.7105,10.7580,67.0782,34.9053,0,U,26397,999,4268,0,-.249E-5,0
INTELSAT 9 (IS-9),2000-043A,2025-03-10T17:30:03.674016,1.00272156,.0003175,9.3689,53.3676,308.6711,135.3430,0,U,26451,999,3949,0,-.26E-6,0
FENGYUN 2B AKM,2000-032C,2025-03-08T15:32:56.050080,1.00187283,.0022963,14.2003,9.7790,30.7783,329.3558,0,U,26460,999,11752,0,-.256E-5,0
RADUGA-1 5,2000-049A,2025-03-10T21:12:51.769728,1.00321121,.0001897,13.7030,11.4495,72.5705,96.7238,0,U,26477,999,8977,0,.49E-6,0
NSS-11,2000-059A,2025-03-10T18:59:56.315328,1.00271299,.0003166,0.9260,86.9000,255.9325,286.8235,0,U,26554,999,3664,0,.8E-7,0
USA 153,2000-065A,2025-03-10T18:21:14.926176,1.00269731,.0001545,10.8209,39.0643,298.4036,240.9973,0,U,26575,999,2828,0,-.336E-5,0
AMC-6,2000-067A,2025-03-10T14:05:18.591072,1.00272055,.0003512,0.0158,126.5776,241.6636,236.5379,0,U,26580,999,8924,0,.71E-6,0
USA 157 (MILSTAR-2 2),2001-009A,2025-03-10T13:02:38.686848,1.00268659,.0038191,11.0333,22.4554,177.8517,13.7941,0,U,26715,999,2829,0,.99E-6,0
TITAN 4 CENTAUR R/B,2001-009B,2025-03-10T11:12:38.824992,1.00482390,.0014969,12.2734,15.3350,132.3525,227.7891,0,U,26716,999,2159,0,.104E-5,0
