OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HYLAS 1,2010-065A,2025-03-10T18:19:09.208128,1.00272515,.0000749,4.4621,78.6862,332.4373,65.5696,0,U,37237,999,224,0,.139E-5,0
INTELSAT 17 (IS-17),2010-065B,2025-03-10T18:37:50.575584,1.00270601,.0002848,0.0123,192.4738,184.1795,137.4793,0,U,37238,999,4860,0,-.19E-6,0
BEIDOU-2 IGSO-2,2010-068A,2025-03-10T11:49:24.938400,1.00267192,.0039,48.3863,277.5543,211.3720,324.8856,0,U,37256,999,5214,0,-.166E-5,0
EUTELSAT KA-SAT 9A,2010-069A,2025-03-10T11:08:38.645088,1.00272421,.0002483,0.0767,292.4153,158.4307,253.7237,0,U,37258,999,5217,0,.44E-6,0
HISPASAT 30W-5,2010-070A,2025-03-10T19:43:54.672384,1.00272803,.0002696,0.0299,121.4326,246.4465,66.8100,0,U,37264,999,4853,0,-.233E-5,0
KOREASAT 6,2010-070B,2025-03-10T21:28:38.707680,1.00272500,.0002274,0.0431,16.1351,329.9763,304.6895,0,U,37265,999,5212,0,-.129E-5,0
ELEKTRO-L 1 (GOMS 2),2011-001A,2025-03-10T06:06:10.077120,1.00254212,.000398,8.6282,59.0847,12.5790,175.8924,0,U,37344,999,5183,0,-.121E-5,0
BEIDOU-2 IGSO-3,2011-013A,2025-03-10T20:23:30.349248,1.00291008,.003051,61.7530,44.5433,184.2686,352.8802,0,U,37384,999,5101,0,-.162E-5,0
INTELSAT 28 (IS-28),2011-016A,2025-03-10T19:48:39.916800,1.00147037,.0004145,0.6059,88.8680,256.4352,106.8667,0,U,37392,999,4864,0,-.148E-5,0
YAHSAT 1A,2011-016B,2025-03-10T14:58:58.864224,1.00269713,.0002781,0.0141,155.5850,194.9745,95.1835,0,U,37393,999,3775,0,.84E-6,0
SBIRS GEO-1 (USA 230),2011-019A,2025-03-10T18:40:11.525952,1.00272258,.0002302,3.5343,51.6563,296.0376,166.7303,0,U,37481,999,5075,0,-.19E-6,0
TELSTAR 14R,2011-021A,2025-03-10T19:34:31.687392,1.00272284,.000307,0.0446,271.4453,84.8234,43.0573,0,U,37602,999,5118,0,-.297E-5,0
GSAT-8,2011-022A,2025-03-10T21:12:51.769728,1.00271349,.0007235,0.9309,87.7739,210.3167,243.9544,0,U,37605,999,4857,0,.68E-6,0
ST-2,2011-022B,2025-03-10T19:56:38.634144,1.00272774,.0001702,0.0126,155.4985,188.2520,212.1465,0,U,37606,999,5063,0,-.229E-5,0
ZHONGXING-10,2011-026A,2025-03-10T19:57:21.638880,1.00273554,.0001331,0.0496,270.3778,278.0251,30.1398,0,U,37677,999,5031,0,-.369E-5,0
SES-3,2011-035A,2025-03-10T22:40:27.181920,1.00272181,.0003043,0.1275,85.2737,264.7977,55.8683,0,U,37748,999,4994,0,-.119E-5,0
KAZSAT-2,2011-035B,2025-03-10T19:56:38.634144,1.00273856,.0000772,0.0162,120.7371,293.5482,140.0846,0,U,37749,999,4875,0,-.215E-5,0
ASTRA 1N,2011-041A,2025-03-10T19:58:02.901792,1.00273889,.0005298,0.0898,55.2858,320.8033,111.3338,0,U,37775,999,3988,0,.102E-5,0
BSAT-3C (JCSAT-110R),2011-041B,2025-03-10T19:57:21.638880,1.00272963,.0000671,0.0310,280.1720,173.4798,124.3585,0,U,37776,999,4583,0,-.368E-5,0
PAKSAT-1R,2011-042A,2025-03-10T20:12:38.525184,1.00273962,.0001991,0.0252,104.9435,279.4092,125.5295,0,U,37779,999,4983,0,.136E-5,0
ZHONGXING-1A,2011-047A,2025-03-10T18:57:56.212416,1.00052633,.000429,2.5202,84.3019,265.7599,272.2872,0,U,37804,999,2269,0,-.91E-6,0
COSMOS 2473,2011-048A,2025-03-10T19:39:46.959264,1.00231706,.0003925,4.3940,79.2104,153.5074,186.4463,0,U,37806,999,282,0,-.29E-5,0
SES-2,2011-049A,2025-03-10T14:19:04.302912,1.00268639,.0002753,0.0199,128.6017,229.4478,298.2305,0,U,37809,999,4931,0,-.213E-5,0
ARABSAT-5C,2011-049B,2025-03-10T20:52:38.793216,1.00271383,.0001528,0.0543,6.7304,330.7191,164.4660,0,U,37810,999,4926,0,.106E-5,0
EUTELSAT 7 WEST A,2011-051A,2025-03-10T19:50:25.007712,1.00272238,.0002229,0.0703,15.4741,223.2947,220.2421,0,U,37816,999,4925,0,-.78E-6,0
QUETZSAT 1,2011-054A,2025-03-10T19:30:31.480704,1.00272224,.0002435,0.0437,301.2440,55.6348,27.4583,0,U,37826,999,4522,0,-.259E-5,0
INTELSAT 18 (IS-18),2011-056A,2025-03-10T19:01:03.874080,1.00271701,.0001991,0.0193,144.0343,217.4499,272.4519,0,U,37834,999,4916,0,.35E-6,0
EUTELSAT 16A,2011-057A,2025-03-10T20:20:38.676768,1.00271047,.0005298,0.0671,358.1137,353.1966,138.5724,0,U,37836,999,268,0,.86E-6,0
VIASAT-1,2011-059A,2025-03-10T19:27:36.887904,1.00270671,.0002291,0.0169,165.9365,187.8122,351.7149,0,U,37843,999,4267,0,-.4E-6,0
ASIASAT 7,2011-069A,2025-03-10T11:52:38.795808,1.00270618,.0001647,0.0210,164.3067,149.0946,138.6518,0,U,37933,999,4020,0,-.351E-5,0
AMOS-5,2011-074A,2025-03-10T17:33:57.539808,1.00378567,.0003084,7.7099,65.7659,322.1207,127.2942,0,U,37950,999,4835,0,-.206E-5,0
LUCH-5A,2011-074B,2025-03-10T18:57:18.680256,1.00271896,.0002659,7.5711,80.7677,251.6613,287.4443,0,U,37951,999,4840,0,-.63E-6,0
NIGCOMSAT 1R,2011-077A,2025-03-10T20:44:38.613984,1.00270497,.000022,0.0409,75.0576,281.6407,165.6895,0,U,38014,999,4838,0,.128E-5,0
WGS F4 (USA 233),2012-003A,2025-03-10T16:38:38.601312,1.00270716,.0000418,0.0107,128.7157,201.9514,175.9649,0,U,38070,999,3950,0,-.232E-5,0
SES-4,2012-007A,2025-03-10T19:46:17.294592,1.00270802,.000237,0.0312,67.6667,294.4002,81.2367,0,U,38087,999,4757,0,-.185E-5,0
BEIDOU-2 G5,2012-008A,2025-03-10T21:12:51.769728,1.00272129,.0013303,2.4189,71.2439,250.9382,223.4930,0,U,38091,999,4783,0,.41E-6,0
INTELSAT 22 (IS-22),2012-011A,2025-03-10T20:36:38.655936,1.00272474,.0001784,0.0146,132.6783,236.1821,181.1613,0,U,38098,999,254,0,-.76E-6,0
COSMOS 2479,2012-012A,2025-03-10T19:35:46.751712,1.00364988,.0005787,7.7777,60.7827,239.2884,104.0280,0,U,38101,999,4743,0,-.303E-5,0
SL-12 R/B(2),2012-012D,2025-03-10T15:42:08.595360,1.00199604,.0012085,7.7613,61.0155,290.2984,256.6125,0,U,38104,999,4741,0,.113E-5,0
APSTAR-7,2012-013A,2025-03-10T20:36:38.655936,1.00271349,.0002639,0.0142,136.0397,235.9337,182.4486,0,U,38107,999,4716,0,-.119E-5,0
YAHSAT 1B,2012-016A,2025-03-10T14:57:36.292608,1.00269495,.0003685,0.0902,94.0388,257.7156,88.7492,0,U,38245,999,4094,0,.109E-5,0
AEHF-2 (USA 235),2012-019A,2025-03-10T19:47:47.371776,1.00270905,.0002646,5.5750,60.4838,293.6033,95.0981,0,U,38254,999,234,0,-.149E-5,0
JCSAT-13,2012-023A,2025-03-10T17:48:38.794752,1.00269332,.000266,0.0451,268.4042,129.6452,161.7278,0,U,38331,999,4689,0,-.374E-5,0
VINASAT-2,2012-023B,2025-03-10T20:30:08.191872,1.00271345,.00026,0.0339,300.0878,61.4133,246.6130,0,U,38332,999,4697,0,-.346E-5,0
NIMIQ 6,2012-026A,2025-03-10T14:17:56.744160,1.00271863,.0003105,0.0420,280.1697,67.8200,303.8877,0,U,38342,999,4576,0,-.191E-5,0
ZHONGXING-2A,2012-028A,2025-03-10T20:20:37.699584,1.00272628,.0001301,0.2539,92.9145,266.6332,212.6000,0,U,38352,999,4665,0,-.31E-5,0
INTELSAT 19 (IS-19),2012-030A,2025-03-10T15:20:38.766048,1.00270006,.000309,0.0241,158.2375,200.4930,205.9894,0,U,38356,999,4579,0,-.74E-6,0
ECHOSTAR 17,2012-035A,2025-03-10T14:13:19.005312,1.00269732,.0001949,0.0272,148.4831,200.7362,285.5258,0,U,38551,999,4641,0,-.92E-6,0
METEOSAT-10 (MSG-3),2012-035B,2025-03-10T19:52:32.617056,1.00273856,.0001836,3.5775,62.0316,252.5421,152.2730,0,U,38552,999,4621,0,-.22E-6,0
SES-5,2012-036A,2025-03-10T20:28:38.826624,1.00271686,.0002051,0.0575,314.8444,27.1443,138.8893,0,U,38652,999,3983,0,.16E-6,0
INTELSAT 20 (IS-20),2012-043A,2025-03-10T18:30:38.647296,1.00271426,.0002523,0.0189,142.3196,40.6767,331.8339,0,U,38740,999,4610,0,-.42E-6,0
INTELSAT 21 (IS-21),2012-045A,2025-03-10T19:35:54.259008,1.00272317,.0001651,0.0417,269.6224,74.8065,60.2445,0,U,38749,999,4587,0,-.302E-5,0
ASTRA 2F,2012-051A,2025-03-10T20:52:38.793216,1.00275846,.0002044,0.0774,257.1290,24.1901,228.8057,0,U,38778,999,4564,0,.133E-5,0
GSAT-10,2012-051B,2025-03-10T20:36:38.655936,1.00270529,.0004454,0.0791,269.2622,171.5078,120.1765,0,U,38779,999,4545,0,-.182E-5,0
INTELSAT 23 (IS-23),2012-057A,2025-03-10T19:37:24.336192,1.00273342,.0001187,0.0395,232.1624,149.4213,28.4592,0,U,38867,999,4530,0,-.302E-5,0
BEIDOU-2 G6,2012-059A,2025-03-10T20:16:18.845184,1.00274908,.001012,3.2417,78.2526,298.3888,180.1298,0,U,38953,999,4526,0,-.191E-5,0
LUCH-5B,2012-061A,2025-03-10T06:04:55.012800,1.00273279,.0002765,9.4748,54.3093,209.4356,339.2836,0,U,38977,999,4495,0,-.15E-5,0
YAMAL 300K,2012-061B,2025-03-10T19:01:56.419104,1.00269780,.0000682,0.0247,151.0312,111.1368,14.9745,0,U,38978,999,4498,0,.53E-6,0
STAR ONE C3,2012-062A,2025-03-10T14:22:34.483872,1.00272304,.0002059,0.0252,260.1401,93.9258,315.0730,0,U,38991,999,4510,0,-.266E-5,0
EUTELSAT 21B,2012-062B,2025-03-10T20:52:38.793216,1.00270925,.0002783,0.0678,358.6963,351.4704,153.3407,0,U,38992,999,4518,0,.112E-5,0
ECHOSTAR 16,2012-065A,2025-03-10T12:04:38.601984,1.00268287,.0001841,0.0126,152.9448,192.9356,302.1690,0,U,39008,999,4515,0,-.299E-5,0
ZHONGXING-12,2012-067A,2025-03-10T19:56:38.634144,1.00272953,.0003008,0.0234,122.9307,224.7572,207.6879,0,U,39017,999,4486,0,-.224E-5,0
EUTELSAT 70B,2012-069A,2025-03-10T20:04:38.801280,1.00271306,.0001827,0.0637,357.9414,316.1513,226.2912,0,U,39020,999,4486,0,-.61E-6,0
YAMAL 402,2012-070A,2025-03-10T19:11:38.620320,1.00271865,.0004259,0.0731,98.7540,243.8529,168.8840,0,U,39022,999,4475,0,.69E-6,0
SKYNET 5D,2012-075A,2025-03-10T19:11:38.620320,1.00270857,.0003984,0.0676,352.7452,352.5024,164.0686,0,U,39034,999,4451,0,.82E-6,0
MEXSAT 3,2012-075B,2025-03-10T19:19:34.455360,1.00272432,.0001914,0.0107,130.7232,202.5441,10.5143,0,U,39035,999,240,0,-.43E-6,0
TDRS 11,2013-004A,2025-03-10T19:02:41.457696,1.00279152,.0004486,2.9374,20.5018,17.0271,242.6541,0,U,39070,999,4204,0,.66E-6,0
AMAZONAS 3,2013-006A,2025-03-10T12:04:38.601984,1.00272072,.0002608,0.0341,222.5013,95.1645,330.9262,0,U,39078,999,4026,0,-.3E-5,0
AZERSPACE 1,2013-006B,2025-03-10T20:12:38.729952,1.00269162,.0001764,0.0244,150.4394,230.0180,137.4508,0,U,39079,999,4416,0,.116E-5,0
SBIRS GEO-2 (USA 241),2013-011A,2025-03-10T19:38:16.881216,1.00271597,.0002184,3.5053,50.5753,298.4386,64.4706,0,U,39120,999,4389,0,-.301E-5,0
EUTELSAT 117 WEST A,2013-012A,2025-03-10T14:10:33.862944,1.00271522,.0002932,0.0391,300.2883,48.6819,275.3455,0,U,39122,999,4378,0,-.3E-6,0
ANIK G1,2013-014A,2025-03-10T11:26:55.988160,1.00271884,.0002892,0.0346,261.4453,61.3526,269.9966,0,U,39127,999,4360,0,-.91E-6,0
ZHONGXING-11,2013-020A,2025-03-10T19:56:38.634144,1.00267402,.0005823,0.0215,162.1830,158.4150,245.2134,0,U,39157,999,4325,0,-.307E-5,0
EUTELSAT 7B,2013-022A,2025-03-10T19:54:32.720832,1.00273832,.000622,0.0698,340.8906,15.8798,117.5896,0,U,39163,999,4331,0,.31E-6,0
WGS F5 (USA 243),2013-024A,2025-03-10T13:05:38.777280,1.00271700,.0000393,0.0174,151.7656,180.5170,340.0524,0,U,39168,999,4317,0,-.302E-5,0
SES-6,2013-026A,2025-03-10T19:40:54.517152,1.00270860,.0002218,0.0473,312.0407,39.7455,71.6457,0,U,39172,999,4307,0,-.278E-5,0
IRNSS-1A,2013-034A,2025-03-10T13:47:38.707584,1.00272536,.0018287,34.6808,70.5514,189.2907,170.5786,0,U,39199,999,4271,0,.81E-6,0
ALPHASAT,2013-038A,2025-03-10T07:59:15.917568,1.00273177,.0001977,2.9266,5.2162,355.3286,312.3825,0,U,39215,999,3936,0,.119E-5,0
INSAT-3D,2013-038B,2025-03-10T20:29:30.658848,1.00275597,.0001962,0.7264,88.9403,246.6477,270.0435,0,U,39216,999,4243,0,-.356E-5,0
WGS F6 (USA 244),2013-041A,2025-03-10T14:05:18.591072,1.00271467,.0000449,0.0255,153.6708,122.8851,328.0714,0,U,39222,999,4140,0,.72E-6,0
ES'HAIL 1,2013-044A,2025-03-10T14:51:13.463712,1.00276221,.0002936,0.0248,347.1376,7.6798,62.0438,0,U,39233,999,4197,0,.126E-5,0
GSAT-7,2013-044B,2025-03-10T20:36:38.655936,1.00272144,.0009048,0.0137,141.7335,144.7204,265.4582,0,U,39234,999,4061,0,-.95E-6,0
AMOS-4,2013-045A,2025-03-10T15:02:29.045184,1.00272314,.0003683,0.0344,237.9715,117.0876,104.0883,0,U,39237,999,4230,0,-.11E-6,0
ASTRA 2E,2013-056A,2025-03-10T20:52:38.793216,1.00273431,.0002866,0.0818,315.4544,32.3183,162.6183,0,U,39285,999,4177,0,.133E-5,0
FM-6,2013-058A,2025-03-10T14:10:48.875808,1.00271773,.0000125,0.0227,238.4508,297.6734,88.9126,0,U,39360,999,4141,0,-.34E-6,0
RADUGA-1M 3,2013-062A,2025-03-10T14:53:58.606080,1.00272066,.0000511,4.7800,78.0848,299.2841,49.6366,0,U,39375,999,4145,0,.138E-5,0
SES-8,2013-071A,2025-03-10T21:27:38.572416,1.00266855,.0001847,0.0565,270.5208,111.8445,203.3260,0,U,39460,999,4122,0,-.286E-5,0
INMARSAT 5-F1,2013-073A,2025-03-10T03:38:38.776416,1.00268841,.0000507,0.0217,86.0096,178.6079,20.6711,0,U,39476,999,4127,0,.11E-6,0
TKSAT-1 (TUPAC KATARI),2013-075A,2025-03-10T14:19:04.302912,1.00271057,.0003429,0.0539,311.3506,29.7880,314.9088,0,U,39481,999,4094,0,-.212E-5,0
EXPRESS-AM5,2013-077A,2025-03-10T18:49:40.785312,1.00269419,.0000963,0.0233,168.5852,164.0256,258.5355,0,U,39487,999,4171,0,-.298E-5,0
GSAT-14,2014-001A,2025-03-10T20:36:38.655936,1.00272045,.000579,0.0542,265.9931,25.4684,260.4407,0,U,39498,999,4073,0,-.95E-6,0
THAICOM 6,2014-002A,2025-03-10T20:36:38.655936,1.00270113,.0001278,0.0442,122.4933,282.5488,151.3779,0,U,39500,999,4087,0,-.138E-5,0
TDRS 12,2014-004A,2025-03-10T19:40:47.009856,1.00275899,.00025,3.6257,9.7665,258.9447,154.2615,0,U,39504,999,3963,0,-.284E-5,0
ABS-2,2014-006A,2025-03-10T20:36:38.655936,1.00272101,.0003287,0.0271,254.3497,88.2841,210.1832,0,U,39508,999,4063,0,-.103E-5,0
ATHENA-FIDUS,2014-006B,2025-03-10T20:12:38.525184,1.00271185,.0001357,0.0113,148.0808,217.4023,144.1929,0,U,39509,999,4043,0,.137E-5,0
TURKSAT 4A,2014-007A,2025-03-10T17:07:38.713728,1.00273492,.0004418,0.0602,285.3733,22.5203,159.6084,0,U,39522,999,4032,0,.128E-5,0
EXPRESS-AT1,2014-010A,2025-03-10T14:59:58.915680,1.00272136,.0000578,0.0245,163.2343,122.8035,163.5036,0,U,39612,999,4016,0,.61E-6,0
EXPRESS-AT2,2014-010B,2025-03-10T18:49:33.278016,1.00273371,.0000425,0.0146,232.7061,32.3187,325.8736,0,U,39613,999,3985,0,-.299E-5,0
AMAZONAS 4A,2014-011A,2025-03-10T19:31:09.012864,1.00272507,.000273,0.0541,198.2127,130.5701,58.7039,0,U,39616,999,4006,0,-.27E-5,0
ASTRA 5B,2014-011B,2025-03-10T20:52:38.793216,1.00271569,.0003694,0.0177,355.3938,335.5757,174.4403,0,U,39617,999,4002,0,.119E-5,0
IRNSS-1B,2014-017A,2025-03-10T01:24:38.797632,1.00271528,.0020938,28.9083,248.3133,177.9110,177.9169,0,U,39635,999,4013,0,.107E-5,0
CTS DEB [ARRAY COVER],1976-004E,2025-03-09T02:14:37.517856,1.00226529,.0034978,4.4351,274.0237,157.6791,25.6718,0,U,39688,999,3811,0,-.112E-5,0
LUCH-5V,2014-023A,2025-03-10T20:19:37.648992,1.00273935,.0002845,3.9737,74.0421,279.7178,214.6117,0,U,39727,999,3971,0,-.284E-5,0
KAZSAT-3,2014-023B,2025-03-10T04:43:35.813856,1.00263702,.0000238,0.0282,76.2840,274.9224,306.2770,0,U,39728,999,3780,0,.44E-6,0
EUTELSAT 3B,2014-030A,2025-03-10T20:28:38.826624,1.00271377,.0001509,0.0672,5.8493,249.7135,223.4255,0,U,39773,999,3942,0,.2E-7,0
FENGYUN 2C DEB,2004-042D,2025-03-02T08:20:58.298208,1.00225893,.0029976,12.2596,22.9570,90.1913,270.1824,0,U,40000,999,785,0,-.295E-5,0
ASIASAT 8 (AMOS-7),2014-046A,2025-03-10T20:20:38.676768,1.00855091,.000215,0.0358,282.3320,6.7157,200.4995,0,U,40107,999,9750,0,.123E-5,0
ASIASAT 6,2014-052A,2025-03-10T21:20:38.761728,1.00268789,.0000914,0.0205,160.0299,197.8497,251.0000,0,U,40141,999,3842,0,-.38E-5,0
OPTUS 10,2014-054A,2025-03-10T18:54:11.017728,1.00274954,.0004137,0.0628,70.5118,252.3934,285.3537,0,U,40146,999,3838,0,-.164E-5,0
MEASAT-3B,2014-054B,2025-03-10T16:30:38.932704,1.00270393,.000338,0.0464,49.9531,338.4604,119.3262,0,U,40147,999,3826,0,-.259E-5,0
LUCH (OLYMP-K 1),2014-058A,2025-03-10T19:52:45.016320,1.00272137,.0004668,0.6951,88.2036,255.2917,105.2978,0,U,40258,999,3634,0,-.159E-5,0
HIMAWARI-8,2014-060A,2025-03-10T18:49:48.290880,1.00270780,.0000683,0.0209,149.2648,212.8584,229.6983,0,U,40267,999,3810,0,-.293E-5,0
IRNSS-1C,2014-061A,2025-03-10T15:07:44.317056,1.00272731,.0019554,5.3362,98.4626,1.3201,18.7364,0,U,40269,999,3804,0,-.178E-5,0
INTELSAT 30 (IS-30),2014-062A,2025-03-09T03:59:40.499808,1.00271929,.000109,0.0322,74.7953,336.3762,80.7604,0,U,40271,999,212,0,-.167E-5,0
ARSAT 1,2014-062B,2025-03-10T14:05:00.604320,1.00271569,.0001505,0.0265,65.0567,271.6716,331.1932,0,U,40272,999,3796,0,-.277E-5,0
EXPRESS-AM6,2014-064A,2025-03-10T06:42:38.801664,1.00269975,.0001458,0.0237,161.2032,162.7276,357.9270,0,U,40277,999,3692,0,.8E-6,0
GSAT-16,2014-078A,2025-03-10T19:11:38.620320,1.00270657,.000416,0.0141,153.3093,287.3457,71.0169,0,U,40332,999,3746,0,.67E-6,0
DIRECTV 14,2014-078B,2025-03-10T14:15:34.121952,1.00275990,.000012,0.0059,206.1829,345.3837,91.5785,0,U,40333,999,3740,0,-.143E-5,0
YAMAL 401,2014-082A,2025-03-10T19:56:38.634144,1.00268712,.0000822,0.0176,95.5618,203.3820,258.8771,0,U,40345,999,3727,0,-.245E-5,0
ASTRA 2G,2014-089A,2025-03-10T20:52:38.793216,1.00274212,.0004285,0.0194,353.4200,38.5790,118.1530,0,U,40364,999,3732,0,.132E-5,0
FENGYUN 2G,2014-090A,2025-03-10T20:20:52.713312,1.00261467,.0000907,4.4611,78.4264,129.0974,5.6013,0,U,40367,999,3735,0,-.313E-5,0
INMARSAT 5-F2,2015-005A,2025-03-10T09:02:38.647680,1.00270932,.0000373,0.0183,97.6851,199.0512,312.2019,0,U,40384,999,3634,0,-.303E-5,0
ABS-3A,2015-010A,2025-03-10T14:43:05.543904,1.00269061,.0001976,0.0085,71.3693,219.3697,95.5516,0,U,40424,999,3672,0,-.45E-6,0
EUTELSAT 115 WEST B,2015-010B,2025-03-10T19:12:14.149728,1.00271382,.0000222,0.0380,30.5622,41.7964,269.4870,0,U,40425,999,3674,0,-.42E-6,0
EXPRESS-AM7,2015-012A,2025-03-10T20:44:38.613984,1.00269403,.0003089,0.0281,144.1048,195.4510,180.3697,0,U,40505,999,3636,0,.133E-5,0
IRNSS-1D,2015-018A,2025-03-10T10:07:15.026880,1.00274714,.0020556,26.9640,248.0563,180.8432,3.1243,0,U,40547,999,3633,0,-.289E-5,0
BEIDOU-3S IGSO-1S,2015-019A,2025-03-05T15:06:10.505664,1.00246947,.0033884,50.0790,301.0843,194.8569,344.3900,0,U,40549,999,3636,0,-.134E-5,0
THOR 7,2015-022A,2025-03-10T19:52:17.605056,1.00272453,.0002688,0.0089,135.5545,212.7068,117.8651,0,U,40613,999,3617,0,-.26E-6,0
TURKMENALEM52E/MONACOSAT,2015-023A,2025-03-10T19:11:38.620320,1.00270925,.0003568,0.0214,114.2782,238.5089,155.8230,0,U,40617,999,3620,0,.86E-6,0
DIRECTV 15,2015-026A,2025-03-10T14:14:34.069632,1.00274800,.0000321,0.0294,99.8096,77.1249,102.3293,0,U,40663,999,3581,0,-.12E-5,0
SKY MEXICO-1,2015-026B,2025-03-10T19:30:01.454976,1.00271130,.0002391,0.0412,356.0089,9.5349,16.8962,0,U,40664,999,3580,0,-.251E-5,0
METEOSAT-11 (MSG-4),2015-034A,2025-03-10T20:20:38.676768,1.00267140,.0000812,2.0418,72.1687,299.0318,111.9974,0,U,40732,999,257,0,.45E-6,0
STAR ONE C4,2015-034B,2025-03-10T21:53:19.740192,1.00270679,.0002781,0.0425,46.9266,305.5330,74.6682,0,U,40733,999,3536,0,-.282E-5,0
WGS F7 (USA 263),2015-036A,2025-03-10T18:59:41.301600,1.00271627,.0000207,0.0134,151.8972,84.8385,31.8907,0,U,40746,999,3522,0,0,0
INTELSAT 34 (IS-34),2015-039A,2025-03-10T11:02:22.508736,1.00266755,.0000709,0.0237,164.0620,73.0219,41.3989,0,U,40874,999,3497,0,-.303E-5,0
EUTELSAT 8 WEST B,2015-039B,2025-03-10T19:50:17.501280,1.00271609,.0003712,0.0662,357.9989,352.9320,107.3642,0,U,40875,999,3500,0,-.83E-6,0
GSAT-6,2015-041A,2025-03-10T20:16:03.832320,1.00273141,.0003094,0.7180,89.0823,258.1376,208.0491,0,U,40880,999,3495,0,-.178E-5,0
INMARSAT 5-F3,2015-042A,2025-03-10T19:00:56.366784,1.00270051,.0000308,0.0293,85.1474,268.1279,280.2547,0,U,40882,999,3491,0,.32E-6,0
TJS-1,2015-046A,2025-03-10T20:40:38.625024,1.00271415,.0002309,0.1414,256.5605,79.5823,297.7924,0,U,40892,999,3492,0,-.174E-5,0
EXPRESS-AM8,2015-048A,2025-03-10T19:48:32.411232,1.00271119,.0000283,0.0186,203.8023,49.7839,198.2523,0,U,40895,999,3469,0,-.129E-5,0
COSMOS 1700 DEB,1985-102G,2025-03-10T15:09:59.432832,1.00320158,.0023357,10.4734,321.7571,113.6707,51.2896,0,U,40924,999,6278,0,-.267E-5,0
SKY MUSTER 1 (NBN1A),2015-054A,2025-03-10T18:49:40.785312,1.00272143,.0001863,0.0157,211.4360,132.5535,247.3478,0,U,40940,999,3461,0,-.296E-5,0
ARSAT 2,2015-054B,2025-03-10T19:29:23.922816,1.00271055,.0001876,0.0288,69.9189,264.9192,45.2055,0,U,40941,999,3466,0,-.242E-5,0
MORELOS 3,2015-056A,2025-03-10T18:48:49.569120,1.00272664,.0003327,2.9731,0.8984,1.9777,334.9092,0,U,40946,999,3463,0,-.59E-6,0
APSTAR-9,2015-059A,2025-03-10T18:50:10.811040,1.00270451,.0001595,0.0420,323.2250,8.5876,261.3996,0,U,40982,999,3447,0,-.284E-5,0
TURKSAT 4B,2015-060A,2025-03-10T16:59:38.768640,1.00273085,.0002087,0.0201,130.4384,203.8327,139.2050,0,U,40984,999,3445,0,.97E-6,0
ZHONGXING-2C,2015-063A,2025-03-10T20:22:07.777632,1.00272708,.0001258,0.1483,98.6581,358.3254,120.7158,0,U,41021,999,3435,0,-.341E-5,0
GSAT-15,2015-065A,2025-03-10T19:56:38.634144,1.00271623,.0001657,0.0640,272.5748,96.6360,192.1817,0,U,41028,999,3415,0,-.275E-5,0
BADR-7 (ARABSAT-6B),2015-065B,2025-03-10T20:52:38.793216,1.00275364,.0003676,0.0483,237.2944,18.7970,251.8361,0,U,41029,999,3412,0,.127E-5,0
LAOSAT 1,2015-067A,2025-03-10T20:29:15.646848,1.00270044,.0001905,0.0531,330.4851,338.9983,295.0699,0,U,41034,999,3421,0,-.361E-5,0
TELSTAR 12V,2015-068A,2025-03-10T19:48:17.398368,1.00269688,.0002702,0.0277,152.7452,197.5427,100.5248,0,U,41036,999,3397,0,-.136E-5,0
ELEKTRO-L 2,2015-074A,2025-03-10T19:48:17.398368,1.00272355,.0003183,5.5221,76.2177,225.1016,149.9398,0,U,41105,999,3386,0,-.131E-5,0
COSMOS 2513,2015-075A,2025-03-10T16:38:38.601312,1.00269772,.0001745,0.0488,103.5956,283.3461,111.5377,0,U,41121,999,3389,0,-.155E-5,0
EXPRESS-AMU1,2015-082A,2025-03-10T20:02:48.147072,1.00273630,.0002961,0.0194,105.9746,227.2854,172.2461,0,U,41191,999,3362,0,.138E-5,0
GAOFEN-4,2015-083A,2025-03-10T20:22:45.309792,1.00269038,.0001983,0.0953,293.0840,85.6069,201.3958,0,U,41194,999,3388,0,-.352E-5,0
BELINTERSAT-1,2016-001A,2025-03-10T20:12:38.729952,1.00270601,.0001881,0.0435,65.2576,201.2728,256.8402,0,U,41238,999,3359,0,.9E-6,0
INTELSAT 29E (IS-29E),2016-004A,2025-03-10T18:49:03.253152,1.00614034,.0002554,5.3335,75.9069,354.4477,158.3462,0,U,41308,999,3361,0,-.252E-5,0
EUTELSAT 9B,2016-005A,2025-03-10T20:20:38.676768,1.00271392,.0004428,0.0449,68.7025,255.5681,158.6062,0,U,41310,999,3347,0,.44E-6,0
SES-9,2016-013A,2025-03-10T17:49:38.804736,1.00272085,.0001515,0.0372,288.4969,105.3036,150.5273,0,U,41380,999,3279,0,-.363E-5,0
EUTELSAT 65 WEST A,2016-014A,2025-03-10T19:33:46.648800,1.00270064,.000221,0.0764,46.0244,302.0450,48.8675,0,U,41382,999,3288,0,-.293E-5,0
